timestamp,temperature,soil_ph,soil_moisture,npk_n,npk_p,npk_k,rainfall
2025-01-15T11:38:37Z,18.07,6.34,71.9,20.98,15.93,100.05,15.22
2025-01-15T12:42:08Z,15.54,6.74,76.72,46.05,12.75,149.14,13.82
2025-01-15T14:57:09Z,27.87,7.13,69.16,79.77,20.17,163.49,15.1
2025-01-15T16:15:15Z,26.04,6.1,66.8,65.65,21.05,186.75,9.96
2025-01-15T18:30:08Z,15.71,6.12,72.13,34.3,17.51,136.69,15.75
2025-01-15T19:55:14Z,18.73,6.45,71.56,46.39,19.45,115.19,16.4
2025-01-15T21:39:38Z,21.71,6.46,64.64,63.44,26.02,194.19,16.63
2025-01-15T23:07:39Z,22.24,6.4,68.64,58.28,21.79,169.35,9.95
2025-01-16T01:02:52Z,22.69,5.71,67.99,71.55,33.02,184.87,18.1
2025-01-16T02:40:03Z,24.3,6.8,66.62,61.26,28.13,107.58,14.74
2025-01-16T04:25:50Z,16.01,6.58,79.53,43.32,13.04,104.81,15.6
2025-01-16T07:00:12Z,20.83,6.57,66.36,62.56,39.11,149.36,17.65
2025-01-16T08:37:38Z,28.83,6.23,67.78,75.59,28.4,126.08,10.62
2025-01-16T09:58:02Z,21.45,6.18,67.01,65.65,29.62,134.17,7.81
2025-01-16T11:46:57Z,22.49,6.32,69.21,94.87,29.32,186.25,13.11
2025-01-16T13:12:31Z,19.02,7.49,55.32,25.39,27.06,180.14,13.52
2025-01-16T15:07:35Z,16.35,6.49,75.08,28.02,17.53,126.13,9.52
2025-01-16T16:50:10Z,16.85,6.71,79.67,58.95,10.34,113.84,6.12
2025-01-16T18:33:32Z,20.88,6.24,59.48,30.98,18.86,222.36,11.94
2025-01-16T20:36:05Z,18.68,6.05,74.61,27.65,14.25,117.46,9.05
2025-01-16T22:16:35Z,28.82,6.7,69.71,83.09,33.01,171.04,11.76
2025-01-16T23:52:52Z,26.27,6.01,67.85,77.23,36.34,157.97,17.02
2025-01-17T01:45:24Z,26.02,6.28,71.86,57.88,18.61,196.66,8.95
2025-01-17T03:32:27Z,16.0,5.54,72.29,33.83,12.98,140.22,10.19
2025-01-17T05:35:05Z,22.66,6.6,66.44,64.48,33.11,199.44,21.72
2025-01-17T07:14:07Z,20.63,6.11,65.8,34.62,7.23,46.39,7.88
2025-01-17T09:14:17Z,15.17,6.87,64.63,43.58,39.08,189.67,13.49
2025-01-17T10:52:18Z,21.81,6.08,77.11,32.57,13.7,120.49,18.39
2025-01-17T12:23:26Z,22.48,6.57,69.42,72.24,26.17,169.93,13.03
2025-01-17T13:54:27Z,28.23,6.11,80.78,45.58,25.26,117.05,17.07
2025-01-17T16:05:30Z,28.46,6.33,61.71,29.8,11.34,40.22,9.75
2025-01-17T17:24:46Z,27.8,6.98,66.21,55.39,27.39,104.46,18.31
2025-01-17T19:15:04Z,12.0,6.71,55.78,30.0,25.0,248.43,11.24
2025-01-17T21:04:14Z,18.71,7.08,53.88,36.01,23.08,181.48,20.66
2025-01-17T22:49:34Z,18.53,6.19,57.36,34.79,22.66,243.34,8.09
2025-01-18T00:25:46Z,22.3,5.91,60.01,27.15,14.87,44.75,9.64
2025-01-18T02:28:35Z,16.6,6.68,56.15,28.09,15.63,223.93,11.86
2025-01-18T04:34:28Z,24.33,5.66,60.22,54.33,39.09,192.63,13.22
2025-01-18T05:58:06Z,25.11,6.31,81.91,34.28,38.87,155.01,8.11
2025-01-18T07:38:50Z,21.19,6.15,73.02,89.28,16.06,183.79,9.46
2025-01-18T09:37:55Z,22.61,6.22,79.61,98.08,27.86,154.24,12.89
2025-01-18T10:51:37Z,22.91,6.07,64.73,83.32,20.99,190.59,11.96
2025-01-18T12:30:04Z,25.22,5.95,79.29,39.91,31.85,165.38,14.05
2025-01-18T14:19:59Z,19.09,5.75,77.7,30.74,18.56,103.8,19.06
2025-01-18T16:30:00Z,26.59,5.56,73.31,49.6,38.93,177.89,11.47
2025-01-18T17:39:08Z,21.91,6.19,63.71,97.4,31.51,117.37,10.81
2025-01-18T20:06:38Z,27.47,6.75,69.63,75.81,25.34,168.91,10.77
2025-01-18T22:01:30Z,20.17,5.99,60.76,37.96,12.88,61.02,13.95
2025-01-18T23:50:46Z,10.83,6.06,75.42,50.11,12.44,146.66,18.24
2025-01-19T00:45:52Z,26.33,5.53,65.45,74.36,34.91,160.19,14.49
2025-01-19T03:23:47Z,11.65,6.7,75.77,35.63,10.78,145.43,19.33
2025-01-19T04:59:27Z,28.96,7.35,60.35,44.13,27.07,104.04,13.4
2025-01-19T05:58:48Z,22.71,6.62,61.57,74.84,36.98,152.38,7.18
2025-01-19T08:29:54Z,14.83,6.44,69.65,58.26,36.28,138.03,12.22
2025-01-19T10:12:53Z,24.92,7.0,64.57,59.75,36.66,150.64,11.78
2025-01-19T11:31:38Z,29.0,6.26,62.68,23.67,10.09,49.07,13.97
2025-01-19T13:06:11Z,21.71,6.3,79.6,33.48,17.59,116.5,12.89
2025-01-19T15:33:17Z,21.82,6.59,70.78,57.43,11.63,148.38,12.52
2025-01-19T17:20:11Z,14.05,6.74,52.64,30.43,19.06,164.16,13.98
2025-01-19T18:24:40Z,28.92,6.65,73.53,83.49,20.22,164.03,15.8
2025-01-19T20:24:57Z,19.59,6.3,71.8,59.08,12.17,123.38,10.5
2025-01-19T22:22:13Z,14.63,5.86,66.78,53.27,31.73,116.34,9.83
2025-01-19T23:50:50Z,10.43,6.18,79.74,37.42,18.73,115.98,14.39
2025-01-20T01:55:14Z,12.76,6.3,79.68,48.57,18.49,122.64,12.75
2025-01-20T03:43:29Z,22.46,6.36,61.23,63.75,33.25,130.39,12.72
2025-01-20T05:21:33Z,12.32,6.74,75.23,40.25,19.68,132.16,18.15
2025-01-20T06:27:29Z,18.13,6.23,71.69,28.86,16.71,132.94,14.84
2025-01-20T08:57:15Z,29.24,5.98,68.42,59.38,24.44,188.64,14.48
2025-01-20T10:28:47Z,17.79,6.94,67.22,77.13,34.16,189.32,9.58
2025-01-20T11:46:44Z,27.27,6.21,76.12,61.08,20.65,191.76,11.04
2025-01-20T14:05:56Z,18.57,5.89,76.68,21.42,18.16,107.36,17.95
2025-01-20T15:15:28Z,25.87,6.07,68.11,25.6,9.0,71.15,10.77
2025-01-20T17:20:38Z,26.82,6.72,60.02,58.7,27.25,151.1,20.82
2025-01-20T19:06:36Z,25.91,6.34,65.19,70.35,23.13,189.2,12.86
2025-01-20T20:35:21Z,17.57,7.21,58.7,24.5,23.25,244.88,11.61
2025-01-20T22:46:08Z,27.6,6.78,69.08,63.28,23.47,144.98,13.61
2025-01-21T00:49:08Z,25.12,6.59,65.71,69.36,36.49,155.34,18.39
2025-01-21T02:34:13Z,18.14,6.17,78.75,26.06,12.14,145.17,14.17
2025-01-21T04:08:06Z,18.4,5.87,64.73,73.96,33.82,148.77,9.84
2025-01-21T05:19:41Z,18.81,5.97,76.2,27.1,17.09,103.7,10.05
2025-01-21T07:49:10Z,24.12,5.96,84.38,41.96,26.04,189.89,19.74
2025-01-21T09:39:07Z,28.11,5.5,60.27,27.82,5.22,79.68,11.89
2025-01-21T10:25:43Z,28.55,6.15,63.47,60.33,34.48,141.66,8.8
2025-01-21T12:47:47Z,22.39,6.53,69.25,70.14,33.7,115.47,13.8
2025-01-21T13:57:53Z,21.14,6.36,74.29,75.88,15.86,183.94,10.91
2025-01-21T15:40:24Z,26.73,6.09,87.16,44.21,22.04,143.0,9.02
2025-01-21T18:02:28Z,29.1,5.52,60.59,89.31,26.77,178.97,10.72
2025-01-21T19:15:57Z,26.71,5.83,84.77,57.66,34.33,164.47,10.28
2025-01-21T21:44:44Z,28.86,6.11,70.06,33.34,26.85,170.79,18.15
2025-01-21T23:03:41Z,22.6,6.05,70.16,37.71,10.39,112.21,14.27
2025-01-22T01:23:22Z,15.14,6.97,55.76,22.42,17.58,182.59,20.02
2025-01-22T02:45:16Z,11.86,6.79,73.18,30.43,18.91,146.4,13.73
2025-01-22T04:37:25Z,28.32,6.07,75.79,60.06,21.72,169.83,14.09
2025-01-22T06:37:21Z,24.82,6.07,74.89,78.79,24.44,173.55,12.23
2025-01-22T08:11:12Z,21.33,6.41,77.63,96.15,16.73,188.47,14.07
2025-01-22T10:05:01Z,27.85,6.23,68.87,59.48,29.59,145.25,11.14
2025-01-22T11:46:44Z,14.02,6.76,74.71,37.25,18.14,120.91,11.75
2025-01-22T13:17:58Z,26.1,5.52,80.75,52.7,30.75,195.73,7.75
2025-01-22T14:45:22Z,14.22,6.78,53.79,31.89,15.7,219.98,13.38
2025-01-22T16:56:26Z,25.76,5.51,64.36,65.18,21.12,138.14,13.78
2025-01-22T18:45:09Z,21.77,6.55,63.53,92.14,28.2,135.25,12.95
2025-01-22T20:20:17Z,16.35,6.97,69.17,79.33,28.69,174.0,8.97
2025-01-22T21:34:26Z,25.57,5.76,62.51,33.41,8.46,75.09,12.52
2025-01-22T23:56:32Z,28.32,5.84,60.65,24.93,8.69,77.29,11.31
2025-01-23T01:38:02Z,23.17,7.22,69.08,63.04,31.69,137.22,10.77
2025-01-23T02:45:33Z,25.63,6.18,79.78,36.86,27.86,177.69,14.75
2025-01-23T04:56:35Z,25.9,6.46,68.25,66.79,24.14,156.17,10.29
2025-01-23T06:33:16Z,24.05,5.66,84.46,50.07,36.92,106.37,9.84
2025-01-23T08:35:46Z,26.78,5.55,63.61,24.05,10.96,67.81,10.08
2025-01-23T09:51:20Z,26.66,6.29,64.74,43.91,20.06,116.89,8.98
2025-01-23T11:47:33Z,22.32,5.73,79.95,22.51,11.94,116.78,10.77
2025-01-23T13:40:14Z,12.78,6.62,67.64,44.72,26.62,110.88,13.71
2025-01-23T15:49:41Z,10.95,6.16,71.36,45.05,19.72,113.52,14.92
2025-01-23T16:56:12Z,28.19,5.9,77.37,33.28,28.84,113.35,10.93
2025-01-23T18:45:00Z,24.99,6.2,65.0,63.3,34.17,195.2,7.09
2025-01-23T21:08:30Z,26.68,6.56,63.84,72.17,26.91,138.55,8.67
2025-01-23T22:18:49Z,20.02,6.01,72.98,58.59,10.49,138.06,16.42
2025-01-24T00:41:08Z,24.68,6.59,72.07,60.68,21.27,162.49,8.17
2025-01-24T02:19:09Z,24.07,6.51,60.12,63.61,39.43,164.19,12.56
2025-01-24T03:32:09Z,10.17,6.64,73.71,30.36,10.85,127.68,10.33
2025-01-24T05:40:24Z,22.12,6.72,68.42,78.08,39.38,191.07,12.21
2025-01-24T07:22:46Z,11.93,6.71,52.99,39.14,20.47,167.25,14.62
2025-01-24T09:22:49Z,25.07,5.89,67.72,72.57,20.91,168.59,13.51
2025-01-24T10:20:59Z,28.02,6.49,65.03,35.84,13.79,54.78,13.92
2025-01-24T12:46:33Z,27.78,6.07,75.69,44.49,36.84,114.07,10.55
2025-01-24T14:24:17Z,16.85,6.19,72.39,35.28,14.55,149.34,13.34
2025-01-24T15:27:49Z,19.07,5.99,73.49,38.8,13.92,134.94,12.73
2025-01-24T18:09:34Z,29.8,6.37,65.66,34.53,13.47,59.57,11.16
